listing_id,url,property_type,price_azn,area_m2,rooms,floor,total_floors,building_type,renovation,has_kupca,has_mortgage,city,district,settlement,metro_station,landmark,latitude,longitude,seller_type,description
5873101,https://bina.az/items/5873101,menziller/kohne-tikili,255000.00,120.00,5,7,9,kohne tikili,temirli,t,f,Bakı,Xətai,Əhmədli,Həzi Aslanov,Ukrayna dairəsi,,,agent,"📍Ünvan:H.Aslanov və Əhnədli metrosuna yaxın.
🔹Ukraina Dairəsinin yanı.
🔹Çox əla təklif💥 qiymət 255000 azn.
🔹Mərtəbə. 9/7 mərtəbə
🔹Leninqrad layihə.
🔹Orta -Yelçəkən Skvaznoy .
🔹Otaq sayı. qanuni 5 .(5/4 otağa düzəlib,qonaq otağı çox genişdir)
🔹Ümumi sahə. 120 kv.m²
🔹Təmir. Yaxşıdır
🔹Su İşıq Qaz daimi.
🔹Mənzildə qismən əşyalar qalacaq(danışmaq olar).
🔹Sənəd KUPÇA-ÇIXARIŞ.İpotekaya yararlıdır.
🔹Əlavə sual üçün zəng 📞 + whatsapp aktivdir. Ofis xidmət haqqısı 1 % təşkil edir."
6366757,https://bina.az/items/6366757,menziller/yeni-tikili,170000.00,70.00,2,6,18,yeni tikili,temirli,t,t,Bakı,Xətai,,Həzi Aslanov,,,,agent,"📍Həzi Aslanov Ⓜ️
✅ Sahəsi 70 kv
✅ Qanuni 2 otaq
✅ Tam təmirli
✅ Bütün mebelləri ilə
✅ 24 saat qaz, su və işıq
✅ Metroya çox yaxın
✅ Çıxarış
✅ Bütün əsas infrastruktura yaxın
✅ Yaşamaq və investisiya üçün əlverişli ərazi
💴Qiymət 170000
Ofis haqqı 1% təşkil edir"
5556087,https://bina.az/items/5556087,menziller/yeni-tikili,299000.00,104.00,3,14,20,yeni tikili,temirli,t,t,Bakı,Yasamal,,20 Yanvar,Melissa Park,,,agent,"Mənzil Melissa Park Yaşayış Kompleksinin  20 Yanvar m/s-na 2-3 dəqiqəlik məsafədədir. Bir ömrlük Tbilisi pr-nə mənzərsi var. Qanuni 3 otaq (Studio deyil). 20/15 də yerləşir. 2 sanuzeli mövcüddur. Bütün sənədləri qaydasındadır. Əşyalı satılır. İpotekaya yararlıdır. Real alıcı ilə qiymətdə razılaşmaq olar.
Sənəd kupça çıxarış
Ofis haqqı 1 %"
6366768,https://bina.az/items/6366768,menziller/yeni-tikili,139000.00,56.00,2,3,19,yeni tikili,temirli,t,f,Bakı,Yasamal,Yeni Yasamal,,,,,agent,"Yeni Yasamalda 77-nin sonucu dayanacağının yanında yeni tikili binada 2 otaqlı 56 m² mənzil satılır. 

Mənzil orta təmirlidir, görünən əşyalarla birgə satılır. Alıb kirayə vermək rahatdır. 

 Mənzilin bütün hüquqi sənədləri qaydasındadır. Çıxarışı var, ipotekaya yararlıdır. 

Real alıcıya endirim ediləcək. 

🎯Ətraflı məlumat və mənzilə baxış üçün əlaqə saxlayın.
"
5547657,https://bina.az/items/5547657,menziller/kohne-tikili,240000.00,97.00,4,5,9,kohne tikili,temirli,t,t,Bakı,Xətai,,Xalqlar Dostluğu,Laçın Ticarət Mərkəzi,,,agent,"Xalglar metrosuna 5 deqiqelik, ehmedli metrosuna 7 degiqelik mesafede, katv-nin yaxinligi Sirvani küçəsində 9 mertebeli binanin orta blokun 5 ci mertebesinde temirli, qanuni 4 otaqli mənzil satıram. Kiev lahiyəlidir. Inftrastruktur cehetden cox elverisli yerdedir. 
İpatekaya yararlı
Sənəd kupça şıxarış
Ofis haqqı 1 %"
6052412,https://bina.az/items/6052412,menziller/yeni-tikili,293000.00,96.00,3,14,19,yeni tikili,temirli,t,t,Bakı,Xətai,,Şah İsmayıl Xətai,Cavanşir körpüsü,,,agent,"Ünvan: Xətai rayonu, Xətai metrosu, Həsən Salmani küçəsi.
-Sahə: 96 kv/m.
-Qiymət: 293.000 azn.
-Mərtəbə: 14/19
-Təmir: Təmirli.
-Sənəd: Çıxarış(Kupça).
-Qaz: Var.
Xətai metrosuna yaxın məsafədə yerləşən yeni tikili binada 2 otaqdan 3 otağa düzəlmə təmirli mənzil satılır. İstilik sistemi kombidir.Qaz, su, işıq daimidir.Binanın geniş həyəti,uşaqların oynaması üçün oyun meydançası,Hər blokunda 2 ədəd sürətli lifti,yerlatı parkingi, 7/24 mühafizə sistemi var.
Komissiya haqqı alıcı tərəfindən: 1%.
Ətraflı məlumat üçün buyurub zəng edib və ya whatsappa yazıb əlaqə saxlaya bilərsiz."
5772276,https://bina.az/items/5772276,menziller/kohne-tikili,187000.00,85.00,4,5,5,kohne tikili,temirli,t,t,Bakı,Nizami,8-ci kilometr,Xalqlar Dostluğu,Laçın Ticarət Mərkəzi,,,agent,"𝔹𝟙ℝ𝔹𝔸𝕊ℍ𝔸_ℝİ𝔼𝕃𝕋𝕆ℝ𝔻𝔸ℕ 𝕟ö𝕧𝕓ə𝕥𝕚 𝕓𝕚𝕣 ə𝕝𝕒 𝕥ə𝕜𝕝𝕚𝕗
💣𝐒 𝐀 𝐓 𝐈 𝐋 𝐈 𝐑💣
══════╗◊╔══════
Ⓜ️ ℚ𝕒𝕣𝕒 ℚ𝕒𝕣𝕒𝕪𝕖𝕧 𝕞/𝕤 çı𝕩ışı
📍 ℕ𝕚𝕫𝕒𝕞𝕚 𝕣𝕒𝕪𝕠𝕟𝕦
📍 𝟚𝟝𝟘/𝟚𝟝𝟙 𝕟ö𝕞𝕣ə𝕝𝕚 𝕞ə𝕜𝕥ə𝕓𝕚𝕟 𝕪𝕒𝕟ı𝕟𝕕𝕒𝕕ı
📍 𝟛𝟘/𝟛𝟚 𝕟𝕠𝕞𝕣𝕖𝕝𝕚 𝕒𝕧𝕥𝕠𝕓𝕦𝕤𝕝𝕒𝕣 𝕕𝕦𝕫 𝕪𝕒𝕟𝕚
📍 𝕃𝕖𝕟𝕚𝕟𝕢𝕣𝕒𝕕  𝕃𝔸𝕐𝕀ℍƏ𝕊İ
✅ 𝕐𝕒𝕩şı 𝕥ə𝕞𝕚𝕣𝕝𝕚 ( 𝕕𝕒𝕞 ş𝕚𝕗𝕖𝕣𝕟ə𝕟 𝕓𝕒ğ𝕝𝕒𝕟𝕚𝕓 ) 
🛠️ ℚ𝕒𝕟𝕦𝕟𝕚 𝟜 𝕠𝕥𝕒𝕢
🔹️ 𝕄ə𝕟𝕫𝕚𝕝 𝕤𝕒𝕙ə𝕤𝕚 𝟠𝟝 𝕞𝟚
🔹️ 𝕄ə𝕣𝕥ə𝕓ə 𝟝/𝟝  Ç𝕒𝕣𝕕𝕒𝕢 ü𝕤𝕥ü 
📚 𝕊ə𝕟ə𝕕: Çı𝕩𝕒𝕣ış 
🔹️ Ə𝕥𝕣𝕒𝕗𝕝ı 𝕞ə𝕝𝕦𝕞𝕒𝕥 üçü𝕟 𝕫ə𝕟𝕢
💰 ℚ𝕚𝕪𝕞ə𝕥:𝟙𝟠𝟟.𝟘𝟘𝟘 𝔸ℤℕ 𝕊𝕆ℕ ℚİ𝕐𝕄Ə𝕋 𝔸ℤℕ
🔹️ İ𝕡𝕠𝕥𝕖𝕜𝕒𝕪𝕒 𝕪𝕒𝕣𝕒𝕣𝕝ı 
🔹️ ℝ𝕖𝕒𝕝 𝕄üş𝕥ə𝕣𝕚𝕪ə 𝕖𝕟𝕕𝕚𝕣𝕚𝕞 𝕠𝕝𝕦𝕟𝕒𝕔𝕒𝕢
══════╗◊╔══════
🔹️ 𝕏𝕚𝕕𝕞ə𝕥 ℍ𝕒𝕢𝕢ı
✅ 𝐒𝐚𝐭ı𝐜ı - 𝐌ə𝐧𝐳𝐢𝐥𝐢𝐧 𝐬𝐚𝐭ış 𝐦ə𝐛𝐥əğ𝐢𝐧𝐢𝐧 𝟏 %
✅ 𝐀𝐥ı𝐜ı - 𝐌ə𝐧𝐳𝐢𝐥𝐢𝐧 𝐚𝐥ış 𝐦ə𝐛𝐥əğ𝐢𝐧𝐢𝐧 𝟏 %
"
6366777,https://bina.az/items/6366777,menziller/kohne-tikili,129500.00,55.00,3,5,5,kohne tikili,temirli,t,f,Bakı,Nəsimi,5-ci mikrorayon,Memar Əcəmi,Kristal Abşeron Əcəmi,,,agent,"COOOX COOX TECILI KUPCALI 5 mkr Cavadxan kucesi Memar Ecemi metrosuna ayaqla 3 deqiqelik mesafede 54 nomreli mektebe Moskva Univermagin yani erazinin yaxsi yerinde 5 mertebeli binanin 5 ci mertebesinde QANUNI 2 otaqdan 3 otaga duzeldilmis menzil satilir Qaz su isiq daimidir Yaxinliqda mekteb baxca boyuk supermarketler var marsurut xetleri hereket edirler Bir sozle erazi butun infrastrukutlarla ehate olunmusdur Ciddi sexsler elaqe saxlasin OFİS HAQQİ alan terefinden 1% odenilecek

"
6366785,https://bina.az/items/6366785,menziller/yeni-tikili,453600.00,168.00,4,9,20,yeni tikili,temirsiz,t,t,Bakı,Yasamal,,Elmlər Akademiyası,ASAN Xidmət №3,,,agent,"🏢SATILIR – Təmirsiz Mənzil!

📍 Elmlər Akademiyası Musabəyov Parkının yanında. ""Rich Plaza""

Şəhərin ən prestijli və tələb olunan ərazilərindən birində yerləşən , geniş sahəyə malik təmirsiz mənzil satışdadır.

🏡 4 otaq 
📐 168 m²
🏢 20 mərtəbəli binanın 9-cu mərtəbəsi
📃 Kupça (Çıxarış) var

💰 Qiymət: 453.600 ₼

🔹 Prestijli bina
🔹 Rahat yaşayış üçün ideal planlama
🔹 Həm yaşayış, həm də gəlirli investisiya üçün əla seçim
🔹 Binada reception xidməti 
"
6366788,https://bina.az/items/6366788,menziller/yeni-tikili,161000.00,60.00,2,4,5,yeni tikili,temirli,t,f,Bakı,Nəsimi,5-ci mikrorayon,Memar Əcəmi,,,,agent,"🏠 SATILIR — 2 otaqlı qanuni mənzil
📍 Asif Məhərrəmov küçəsi, 20 Yanvar və Memar Əcəmi metrolarının yaxınlığı

• 2 otaq
• Qanuni mənzil
• Razdelni otaqlar
• Ətrafda məktəb, bağça, market və bütün iaşə obyektləri mövcuddur
• Metro və dayanacaqlara yaxın
• Yaşayış üçün əlverişli və infrastrukturu inkişaf etmiş ərazi
• 💰 Qiymətdə razılaşmaq mümkündür

📌 Ofis haqqı: 1%"
6366778,https://bina.az/items/6366778,menziller/kohne-tikili,92000.00,36.00,1,2,2,kohne tikili,temirli,t,f,Bakı,Yasamal,,Nizami,Qış parkı,,,agent,"H. Eliyev sarayi, 28 May m/s., Qish Parkinin yani, S. Ezizbeyov kucesi, umumi sahesi 36 kv m olan 1 otaqli menzil satilir. Mertebe 2/2, yaxsi temir (sanuzelin temire ehtiyaci var), qurasdirilmis metbex mebeli, qaz, su, isiq daimidir. Butun senedler qaydasindadir CIXARISH var. Yaxinlida usaq baxcasi, 44 ve 46 sayli orta mektebler, dayanacaq, market ve digeri iashe xidmeti obyektleri yerlesir.

Рядом с дворцом имени Г. Алиева, м/с 28 Мая и Гыш Паркы, по улице Ш. Азизбекова, продаётся 1 комнатная квартира обшей площадью 36 кв м.. Этаж 2/2, хороший ремонт (с/у без ремонта), встроенная кухонная мебель, газ, свет, вода круглосуточная. Все документы в порядке имеется ЧЫХАРЫШ. Рядом детский сад, школы № 44 и 46, остановка, маркет и тд.."
6366790,https://bina.az/items/6366790,menziller/kohne-tikili,140000.00,45.00,2,7,9,kohne tikili,temirli,t,t,Bakı,Binəqədi,9-cu mikrorayon,Memar Əcəmi,,,,agent,"TƏCİLİ SATILIR – 9-CU MİKRORAYONDA KUPÇALI, İPOTEKAYA YARARLI 2 OTAQLI MƏNZİL

9-cu mikrorayonda, Fövqəladə Hallar Nazirliyinin qarşısında yerləşən 9 mərtəbəli binanın 7-ci mərtəbəsində 1 OTAQDAN 2 OTAĞA SƏLİQƏLİ ŞƏKİLDƏ DÜZƏLDİLMİŞ mənzil satışa çıxarılıb.

Mənzil işıqlı, səliqəli və yaşayış üçün tam hazır vəziyyətdədir. Əlavə xərc çəkmədən köçüb yaşamaq mümkündür. KUPÇASI VAR, İPOTEKAYA YARARLIDIR.

NƏSİMİ VƏ MEMAR ƏCƏMİ METROSTANSİYALARINA YAXIN MƏSAFƏDƏDİR.

Ərazisi olduqca əlverişlidir. Yaxınlıqda məktəb, bağça, marketlər və avtobus dayanacaqları yerləşir.

Mənzil həm rahat yaşayış, həm də investisiya üçün uğurlu seçimdir. Əşyalar danışıq əsasında mənzildə qala bilər.

Ofis haqqı: 1% (alıcı tərəfindən).

Əlavə məlumat və mənzilə baxış üçün zəng və ya WhatsApp vasitəsilə əlaqə saxlaya bilərsiniz."
6172888,https://bina.az/items/6172888,menziller/yeni-tikili,855000.00,160.00,3,3,9,yeni tikili,temirli,t,f,Bakı,Səbail,,Sahil,Azərbaycan kinoteatrı,,,agent,"Sebail rayonu, Sahil ve İçəri şəhər metrosu ,Tarqovuda yeni tikili 9 metrebeli binanin 3cu mərtəbesinde 3 otaqli məzil satilir.
Məzilin umumi sahesi160 kvm2dir,3 otaqdan ibarətdir,1 genish qonaq otaqi,2 yataq otaq,  sanirat qovshaqi(yataq otaqi daxil).Mənzil Nizami küçəsində merkezinde yerleshir.Tam təmirli əşyalı mənzildir.Binanin yaxinliqinda İsr plaza, mcdonald,merkezi univermaq,Deniz kenari bulvar.al hazırda küçədə   Yalnız Bina sakinlərinə giriş üçün kart veriləcək.
Ətrafli məlumat ucun zəng ede bilersiz."
6366794,https://bina.az/items/6366794,menziller/yeni-tikili,132000.00,40.00,2,15,16,yeni tikili,temirli,t,f,Bakı,Yasamal,,20 Yanvar,,,,agent,"TƏCİLİ SATİLİR 

İPOTEKAYA YARARLI 

20 Yanvar metro stansiyasının yaxınlığında yerləşən yeni tikili 16/15ci mərtəbəsində TƏMİRLİ mənzil satılır 
Ümumi sahəsi 40 kv.m.(cixarişda 32 kv.m. qeyd olunub)
Otaq sayi-2 
Qurulmuş mətbəx mebeli 
Istilik sistemi kombi 
qaz su işiq daimidir 
Binanın geniş həyəti və yeraltı qarajı var Əlavə məlumat ücün zənq edin
 Şirkətin xidmət haqqı 1%"
6366796,https://bina.az/items/6366796,menziller/kohne-tikili,240000.00,56.00,2,2,3,kohne tikili,temirli,t,f,Bakı,Yasamal,,Nizami,Beşmərtəbə,,,agent,"🏡 **NİZAMİ MALL-ın TAM ARXASİNDA – ŞƏHƏRİN MƏRKƏZİNDƏ 2 OTAQLI MƏNZİL!**

📍 Mənzil **Nizami Mall-ın arxasinda **, piyada cəmi **1 dəqiqəlik məsafədə** yerləşir. Ərazi şəhərin ən əlverişli və prestijli lokasiyalarından biridir.

🚇 **Nizami metro stansiyası** və avtobus dayanacaqları mənzilə çox yaxın məsafədədir.

🏠 **Mənzil haqqında:**

* 📐 Sahə: **56 m²**
* 🛏 Otaq sayı: **2 otaq**
* 🏢 3 mərtəbəli binanın **2-ci mərtəbəsi**
* 🔨 **Orta təmirli**
* ⬆️ **Hündür tavanlı layihə**
* 🌆 Şəhərin mərkəzində yerləşir

📍 **Ətraf infrastruktur:**
Mənzilin ətrafında məktəb, park, marketlər, restoranlar, ticarət obyektləri və digər gündəlik ehtiyac üçün bütün zəruri infrastruktur mövcuddur. Nizami Mall və şəhər mərkəzinin əsas məkanları piyada məsafəsindədir.

💰 **Qiymət: 230 000 AZN**

⚡ **QİYMƏT TƏKLİFLƏRİNƏ AÇIĞIQ!**
Real alıcı tərəfindən veriləcək **ciddi qiymət təklifləri nəzərdən keçiriləcək**. Ətraflı məlumat və qiymət təklifi üçün əlaqə saxlayın.

📞 **Ofis haqqı alıcı tərəfindən 1% təşkil edir.**
"
6025558,https://bina.az/items/6025558,menziller/yeni-tikili,220000.00,63.00,2,13,17,yeni tikili,temirli,f,f,Bakı,Nizami,8-ci kilometr,Qara Qarayev,Kristal Abşeron Qara Qarayev,,,agent,"𝔹𝟙ℝ𝔹𝔸𝕊ℍ𝔸_ℝİ𝔼𝕃𝕋𝕆ℝ𝔻𝔸ℕ 𝕟ö𝕧𝕓ə𝕥𝕚 𝕓𝕚𝕣 ə𝕝𝕒 𝕥ə𝕜𝕝𝕚𝕗
💣𝐒 𝐀 𝐓 𝐈 𝐋 𝐈 𝐑💣
══════╗◊╔══════
Ⓜ️ ℚ𝕒𝕣𝕒 ℚ𝕒𝕣𝕒𝕪𝕖𝕧 𝕞/𝕤
📍 ℕ𝕚𝕫𝕒𝕞𝕚 𝕣𝕒𝕪𝕠𝕟𝕦
📍 𝕆ℝ𝔹İ𝕋𝔸 ℙℝ𝔼𝕄İ𝕌𝕄
✅ 𝕐𝕒𝕩şı 𝕥ə𝕞𝕚𝕣𝕝𝕚
🛠️ 𝔻ü𝕫ə𝕝𝕞ə 𝟚/𝟛 𝕠𝕥𝕒𝕢
🔹️ 𝕄ə𝕟𝕫𝕚𝕝 𝕤𝕒𝕙ə𝕤𝕚 𝟞𝟛 𝕞𝟚
🔹️ 𝕄ə𝕣𝕥ə𝕓ə 𝟙𝟟/𝟙𝟛
📚 𝕊ə𝕟ə𝕕: 𝕄ü𝕢𝕒𝕧𝕚𝕝ə
🔹️ Ə𝕥𝕣𝕒𝕗𝕝ı 𝕞ə𝕝𝕦𝕞𝕒𝕥 üçü𝕟 𝕫ə𝕟𝕢
💰 ℚ𝕚𝕪𝕞ə𝕥: 𝟚𝟚𝟘.𝟘𝟘𝟘 𝔸ℤℕ
🔹️ ℝ𝕖𝕒𝕝 𝕄üş𝕥ə𝕣𝕚𝕪ə 𝕖𝕟𝕕𝕚𝕣𝕚𝕞 𝕠𝕝𝕦𝕟𝕒𝕔𝕒𝕢
══════╗◊╔══════
🔹️ 𝕏𝕚𝕕𝕞ə𝕥 ℍ𝕒𝕢𝕢ı
✅ 𝐒𝐚𝐭ı𝐜ı - 𝐌ə𝐧𝐳𝐢𝐥𝐢𝐧 𝐬𝐚𝐭ış 𝐦ə𝐛𝐥əğ𝐢𝐧𝐢𝐧 𝟏 %
✅ 𝐀𝐥ı𝐜ı - 𝐌ə𝐧𝐳𝐢𝐥𝐢𝐧 𝐚𝐥ış 𝐦ə𝐛𝐥əğ𝐢𝐧𝐢𝐧 𝟏 %"
6366798,https://bina.az/items/6366798,menziller/yeni-tikili,245000.00,110.00,2,5,17,yeni tikili,temirli,t,t,Bakı,Yasamal,,İnşaatçılar,Javahir Residence,,,agent,COOOX COOX TECILI KUCALI IPOTEKAYA  YARARLI Yasamal rayonu Akim Abbasov kucesi Yasamal parkinin Lider Tv yani  Elmlər Akademiyası və İnşaatçılar metrosuna 10-12  dəqiqəlik ayaqla məsafə 17 mertebeli binanin 5 ci mertebesinde QANUNI 2 otaqli boyuk kvadratli menzil satilir elave odenisle esyalar qala biler   Avropa Azərbaycan Məktəbi və Akademik Zərifə Əliyeva adına məktəb — piyada 5 dəqiqəlik məsafədə   Qaz su isiq daimidir Yaxinliqda mekteb baxca boyuk supermarketler var marsurut xetleri hereket edirler Bir sozle erazi butun infrastrukutlarla ehate olunmusdur Ciddi sexsler elaqe saxlasin OFİS HAQQİ alan terefinden 1% odenilecek
5622604,https://bina.az/items/5622604,menziller/yeni-tikili,490000.00,148.00,3,10,17,yeni tikili,temirli,t,t,Bakı,Yasamal,,Elmlər Akademiyası,Hüseyn Cavid parkı,,,agent,"Atles pılazanın yanı
Satılır 3 otaqlı geniş və zövqlə təmir olunmuş mənzil!
📍 Ünvan: Kazım Kazımzadə küçəsi Space TV-nin yaxınlığı, Elmlər Akademiyası metrosuna yaxın məsafədə.
🏢 Yeni tikili, 17 mərtəbəli binanın 11-ci mərtəbəsi.
🏠 Ümumi sahə: 147 m²
🛏 Otaq sayı: 3
🛁 Sanitar qovşaqları: 2 (biri vannalı)
🌇 Balkon: 2 ədəd
✨ Təmir: Yüksək keyfiyyətli, müasir üslubda təmir olunub.
🚪 Mənzil çox işıqlıdır, geniş otaqlara malikdir və yaşayış üçün tam hazır vəziyyətdədir.
💰 Qiymət: 30000 Endirildi
+Qarderob
+Yer Alti parkovka
İpatekaya yararlı
Sənəd kupça çıxarış
Ofis haqqı 1 %
Çixariş kupçadi"
6085732,https://bina.az/items/6085732,menziller/kohne-tikili,114000.00,30.00,2,5,5,kohne tikili,temirli,t,f,Bakı,Nizami,,,,,,agent,"𝔹𝟙ℝ𝔹𝔸𝕊ℍ𝔸_ℝİ𝔼𝕃𝕋𝕆ℝ𝔻𝔸ℕ 𝕟ö𝕧𝕓ə𝕥𝕚 𝕓𝕚𝕣 ə𝕝𝕒 𝕥ə𝕜𝕝𝕚𝕗
💣𝐒 𝐀 𝐓 𝐈 𝐋 𝐈 𝐑💣
══════╗◊╔══════
✅ 𝕄ə𝕟𝕫𝕚𝕝  𝕊𝕒𝕥ı𝕝ı𝕣!
📍   Ü𝕟𝕧𝕒𝕟:ℕ𝕚𝕫𝕒𝕞𝕚 𝕣𝕒𝕪𝕠𝕟𝕦.,
📍   𝕄ə𝕝𝕙ə𝕞 𝕙𝕠𝕤𝕡𝕚𝕥𝕒𝕝ı𝕟 𝕪𝕒𝕟ı ℕ𝕒𝕩çı𝕧𝕒𝕟𝕤𝕜𝕚𝕪 𝕜üçə𝕤𝕚
✅  𝕋𝕖𝕞𝕚𝕣𝕝𝕚.
🛠️ 𝔻ü𝕫ə𝕝𝕞ə 𝟙/𝟚 𝕠𝕥𝕒𝕢.𝕆𝕣𝕥𝕒 𝕓𝕝𝕠𝕜 𝕏𝕣𝕦ş𝕠𝕧𝕜𝕒
🔹️ 𝕄ə𝕟𝕫𝕚𝕝 ü𝕞𝕦𝕞𝕚 𝕤𝕒𝕙ə𝕤𝕚 𝟛𝟘 𝕞𝟚
✅ 𝕄ə𝕣𝕥ə𝕓ə 𝟝/𝟝 
📚 𝕊ə𝕟ə𝕕: Çı𝕩𝕒𝕣ış
🔹️ Ə𝕥𝕣𝕒𝕗𝕝ı 𝕞ə𝕝𝕦𝕞𝕒𝕥 üçü𝕟 𝕫ə𝕟𝕘
💰 ℚ𝕚𝕪𝕞ə𝕥: 𝟙𝟙𝟜.𝟘𝟘𝟘 𝔸ℤℕ
══════╗◊╔══════
🔹️ 𝕏𝕚𝕕𝕞ə𝕥 ℍ𝕒𝕢𝕢ı
✅ 𝐒𝐚𝐭ı𝐜ı - 𝐌ə𝐧𝐳𝐢𝐥𝐢𝐧 𝐬𝐚𝐭ış 𝐦ə𝐛𝐥əğ𝐢𝐧𝐢𝐧 𝟏 %
✅ 𝐀𝐥ı𝐜ı - 𝐌ə𝐧𝐳𝐢𝐥𝐢𝐧 𝐚𝐥ış 𝐦ə𝐛𝐥əğ𝐢𝐧𝐢𝐧 𝟏 %
══════╗◊╔══════
✅ 𝔻ü𝕫𝕘ü𝕟 𝕒𝕝𝕢ı-𝕤𝕒𝕥𝕢ı ü𝕟𝕧𝕒𝕟ı – 𝕖𝕥𝕚𝕓𝕒𝕣𝕝ı 𝕧ə 𝕡𝕖şə𝕜𝕒𝕣 𝕩𝕚𝕕𝕞ə𝕥! 🏡
✅ 𝕊𝕚𝕫𝕚𝕟𝕕ə 𝕤𝕒𝕥ış𝕕𝕒 𝕠𝕝𝕒𝕟 ə𝕞𝕝𝕒𝕜ı𝕟ı𝕫 𝕧𝕒𝕣𝕤𝕒, 𝕤𝕒𝕥ışı𝕟ı 𝕓𝕚𝕫ə 𝕙ə𝕧𝕒𝕝ə 𝕖𝕕ə 𝕓𝕚𝕝ə𝕣𝕤𝕚𝕟𝕚𝕫
"
6366811,https://bina.az/items/6366811,menziller/yeni-tikili,114000.00,51.00,2,10,15,yeni tikili,temirli,t,f,Xırdalan,,,,,,,agent,"Xırdalan şəhər mərkəz, H.Əliyev prospektin yanı, H.Əliyev parkın yanı Kristal 2-də yeni tikili 15 mərtəbəli binanın 10-cu mərtəbəsində ümumi sahəsi 51 kv.metr olan qanuni 2 otaqlı, tam əşyalı, təmirli mənzil satışa çıxıb. Mənzil geniş və işıqlıdır, təmirlidir, bütün əşyalar qalır, qaz, su, işıq daimidir, istilik sistemi kombidir, sürətli liftlər, mühafizə, yeraltı dayanacaq mövcuddur. Binanın yeri idealdır, yanında H.Əliyev parkı, H.Əliyev prospekti, məktəblər, baxçalar, supermarket, ailəvi restoranlar, bütün iaşə obyektləri mövcuddur. Ən əsası çıxarış var və ipotekaya yararlıdır.
Qiymət-114000azn.
Xidmət haqqı-1%"
6366820,https://bina.az/items/6366820,menziller/kohne-tikili,155000.00,100.00,5,5,5,kohne tikili,temirli,t,f,Sumqayıt,,,,,,,agent,"Sumqayıt şəhəri 11 m/rayon 5 mərtəbəli daş binanın 5 mərtəbəsində orta blokda yerləşən , sahəsi 100m.kv. olan 5 otaqlı mənzil satılır.
Mənzil tam təmirlidir , qaz-su-işıq daimidir , kombi istilik sistemi ilə təchiz olunub , yelçəkəndir , binanın dam örtüyü dövlət tərəfindən yenilənib.
Bina əsas yola yaxın ərazidə yerləşir , dayanacağa (şəhərdaxili və Bakı marşrutlarının 80%i buradan keçir) 2 dəqiqəlik , dəmir yol vağzalına 5-6 dəqiqəlik piyada məsafədir , yaxınlıqda məktəb , bağça , marketlər və digər ictimai iaşə obyektləri fəaliyyət göstərir.
Sənədlər qaydasındadır , çıxarış-kupça var.
Son qiymət mənzilə baxışdan sonra müzakirə olunacaq.
Təcili satılır.
Ofis haqqı 1%."
6366823,https://bina.az/items/6366823,menziller/yeni-tikili,117000.00,66.00,3,3,17,yeni tikili,temirli,t,f,Xırdalan,,,,,,,agent,"🔥ƏLA FÜRSƏT: Kupça əldədir, ipatekaya yararlıdır. TAM ƏŞYALI SATILIR! Hazır, gir yaşa! 🔥
📣 Mənzilə aid videoçəkiliş var, maraqlanan real şəxslərə göndərə bilərik. 📣
🏡Adres: Mənzil Xırdalan şəhərində, Bakı-Sumqayıt şossesi üzərində, Abşeron rayon Mərkəzi Xəstəxana ilə üzbəüz yerləşir.
🏡Növ : yeni tikili
🏡Mərtəbə : 3/17
🏡Otaq sayı: 3 otağa düzəlib
🏡Sahə: 66 kv.m.
🏡Təmir: əladır.
🏡Sənəd: kupça (əldədir)
🏡Qiymət: 117 000 manat
🏡Mənzilin təmiri və şəraiti əladır. Alıb kirayə vermək üçün də əla təklifdir. Çox əla proyekti var. İstilik sistemi kombidir. Bütün əşyalar mənzildə qalır.
🏡 Sərfəli təklifdir. Əldə etməyə tələsin.
🧨Ətraflı məlumat üçün buyurun, zəng edin!"
6366825,https://bina.az/items/6366825,menziller/kohne-tikili,156000.00,58.00,2,2,5,kohne tikili,temirli,t,f,Bakı,Nəsimi,3-cü mikrorayon,Memar Əcəmi,,,,agent,"🏠 SATILIR — 2 otaqlı mənzil
📍 Əli Mustafayev küçəsi, 3-cü mikrorayon
🚇 Memar Əcəmi metrosuna yaxın

✨ Mənzil 5 mərtəbəli binanın 2-ci mərtəbəsində yerləşir.

🔹 2 otaqlı, razdelni planlama
🔹 Yaxşı təmirli
🔹 Qaz, su, işıq daimidir
🔹 Sakit və əlverişli məhəllə
🔹 Ətrafda bütün lazımi iaşə obyektləri mövcuddur
🔹 Metroya yaxın, əlverişli lokasiya

📞 Əlavə məlumat üçün əlaqə saxlayın.

💼 Ofis haqqı: 1%"
6196225,https://bina.az/items/6196225,menziller/yeni-tikili,389000.00,100.00,3,14,20,yeni tikili,temirli,t,t,Bakı,Nərimanov,,28 May,Azərbaycan Dillər Universiteti,,,agent,"Salam. Real müştəri ilə razılaşmaq!!!

 389000 min əşyasız
 
TAM ƏŞYALI 399000 min manat

Azadlıq prospekti ilə Nəsib bəy Yusifbəyli küçəsinin kəsişməsində yüksək səviyyədə inşa olunmuş, premium binada 2 otaqdan 3 otağa super təmir olunmuş şəxsi mənzilimi satıram.

İstilik sistemi kombidir, işıq, su və qaz daimidir.

Tibb uni ilə üzbəüz yerləşir. 

Sənət çıxarış.

İpotekaya yararlı.
Ofis haqqı 1 %"
